doc_id,text,class,h1,h2,h3,h4,h5
doc0,(23) [p] We may collect additional information from and about you when you visit certain *.drupal.org sites and perform certain activities. Detailed information per site below.,PERSONAL_DATA_WE_COLLECT,Drupal.org Privacy Policy,Information We Collect About You,Sub-sites,,
doc0,"(24) [ul] When you create a Drupal Jobs job seeker profile, we collect additional information about you, such as: your name, address, previous job experience, CV, etc. We treat this information as nonpublic, ""Personally Identifiable Information"" or ""PII"".|
|Information on your job seeker profile is only available to Employers if you opt-in to share it with them.|
|All credit card transactions happen via payment services such as Authorize.net or PayPal. We do not store any credit card information you provide during purchase. We recommend that you review the privacy and security policies of these payment services to determine how they handle information they may collect from or about you.|
",PERSONAL_DATA_WE_COLLECT,Drupal.org Privacy Policy,Information We Collect About You,Sub-sites,Jobs.drupal.org,
doc0,"(25) [ul] When you purchase a registration, membership or other products on DrupalCon site, we will collect additional information about you, such as your name, address, etc. We treat this information as nonpublic, ""Personally Identifiable Information"" or ""PII"".|
|All credit card transactions happen via payment services such as Authorize.net or PayPal. We do not store any credit card information you provide during purchase. We recommend that you review the privacy and security policies of these payment services to determine how they handle information they may collect from or about you.|
|We may also collect and store information that you provide to us about other people (for example, when buying a registration for them), including their name, postal address, telephone number, mobile number, and email address.|
",PERSONAL_DATA_WE_COLLECT,Drupal.org Privacy Policy,Information We Collect About You,Sub-sites,Events.drupal.org,
doc0,"(26) [p] Your Drupal site may send anonymous usage stats including your website's ip address and information about your currently installed modules and their versions to updates.drupal.org when checking for available updates. Statistics may be aggregated so that the updates system could identify changes in the use of modules over the lifetime of each anonymized site. Those statistics do not contain personally identifiable information and are used for providing usage data on Drupal.org project pages, as well as anonymized reports shared via blog posts and other channels.",UNKNOWN,Drupal.org Privacy Policy,Information We Collect About You,Sub-sites,Updates.drupal.org,
doc0,(27) [p] Your public profile that you create on this Website will be visible to all users of this Website. Your User Contributions are posted on this Website and transmitted to others at your own risk. Please see our Terms of Service for more information concerning User Contributions.,PERSONAL_DATA_USES,Drupal.org Privacy Policy,Information We Collect About You,User Contributions,,
doc0,"(28) [p] We use a number of service providers to help us operate the site and provide high quality user experience to our visitors. Some of those providers can access Non-PII about you via automatic data collection technologies.
 (29) [ul] We use a self-hosted instance of |GitLab| for developer tools. When you accept the git terms of service a GitLab account is created for you. Some anonymized aggregate information is sent back to GitLab, as outlined in their |privacy policy|(see the sections on self-managed instances).|
|We use |Akismet| for spam detection and prevention. When you register an account on Drupal.org, you accept the Akismet |terms| and |privacy policy|.|
",THIRDPARTY_INFORMATION_SHARING,Drupal.org Privacy Policy,Service providers and partners,,,
doc0,"|We use |ReCaptcha| for spam detection and prevention. When you register an account or complete a form on Drupal.org, you accept the ReCaptcha |terms of service| and |privacy policy.|
|We use |Mailchimp| to send Newsletter emails to users who subscribe to receive them. You can review |Mailchimp privacy policy| for information on how they manage user data.|
|We use |Distil| to analyse browser activity during registration to prevent malicious users from registering accounts. You can view |Distil’s privacy policy| for information on how they manage request data. Distil's profiling is only enabled on registration form (at register.drupal.org) and no user data is provided to Distil through other areas of Drupal.org.|
|We use |NewRelic| for application performance monitoring. You can review |NewRelic's privacy policy here|.|
",THIRDPARTY_INFORMATION_SHARING,Drupal.org Privacy Policy,Service providers and partners,,,
doc0,"|We use |Google Analytics| to analyze traffic to the Website, you can review the |Google privacy policy| for more information.|
|We use |Fastly| as a Content Delivery Network, you can review |Fastly's privacy policy here|.|
|We use |PerimeterX| to provide bad bot protection at the edge of our network. |PerimeterX's privacy policy| is available for review.|
|We use Audience Insight tools for anonymous traffic only, wrapped in our own implementation of Do-Not-Track, including - |LinkedIn Insights|, |Twitter Audience Insights|, and |Facebook Audience Insights|.|
|We use advertising networks, including |CarbonAds|, which implement audience tracking in a way tha trespects Do-Not-Track configuration.|
",THIRDPARTY_INFORMATION_SHARING,Drupal.org Privacy Policy,Service providers and partners,,,
doc0,"(30) [p] The information that we collect about your equipment, browsing actions and patterns includes, but is not limited to, traffic data, location data, logs, the resources that you access, search queries, as well as information about the computer or device you are using and the Internet connection, including your IP address, operating system and browser type.
 (31) [p] This automatically collected information typically does not include PII, but we may maintain it or associate it with your personal information collected in other ways. Collection of this type of information helps us to improve this Website and to deliver a better and more personalized service by enabling us to, among other things: (1) estimate our audience size and usage patterns; (2) store information about your preferences, allowing us to customize this Website according to your individual interests; (3) speed up your searches; and (4) recognize you when you return to this Website.
 (32) [p] The automatic collection technologies we or our service providers use for this automatic information collection may include:
 (33) [ul] Cookies (or browser cookies)|. This Website may use two types of cookies (small data files placed on the hard drive of your computer when you visit a website): a ""session cookie,"" which expires immediately when you end your browsing session and a ""persistent cookie,"" which stores information on your hard drive so when you end your browsing session and return to this website later, the cookie information is still available.|
|Web Beacons|. Pages of this Website and any e-mails sent to you may contain small electronic files known as web beacons (also referred to as clear gifs, pixel tags, and single-pixel gifs) that permit us, for example, to count users who have visited those pages or opened our e-mails.|
",UNKNOWN,Drupal.org Privacy Policy,Automatic Information Collection Technologies,,,
doc0,"(30) [p] The information that we collect about your equipment, browsing actions and patterns includes, but is not limited to, traffic data, location data, logs, the resources that you access, search queries, as well as information about the computer or device you are using and the Internet connection, including your IP address, operating system and browser type.
 (31) [p] This automatically collected information typically does not include PII, but we may maintain it or associate it with your personal information collected in other ways. Collection of this type of information helps us to improve this Website and to deliver a better and more personalized service by enabling us to, among other things: (1) estimate our audience size and usage patterns; (2) store information about your preferences, allowing us to customize this Website according to your individual interests; (3) speed up your searches; and (4) recognize you when you return to this Website.
 (32) [p] The automatic collection technologies we or our service providers use for this automatic information collection may include:
 (33) [ul] Cookies (or browser cookies)|. This Website may use two types of cookies (small data files placed on the hard drive of your computer when you visit a website): a ""session cookie,"" which expires immediately when you end your browsing session and a ""persistent cookie,"" which stores information on your hard drive so when you end your browsing session and return to this website later, the cookie information is still available.|
|Web Beacons|. Pages of this Website and any e-mails sent to you may contain small electronic files known as web beacons (also referred to as clear gifs, pixel tags, and single-pixel gifs) that permit us, for example, to count users who have visited those pages or opened our e-mails.|
",HOW_WE_COLLECT_PERSONAL_DATA,Drupal.org Privacy Policy,Automatic Information Collection Technologies,,,
doc0," (32) [p] The automatic collection technologies we or our service providers use for this automatic information collection may include:
 (33) [ul] Cookies (or browser cookies)|. This Website may use two types of cookies (small data files placed on the hard drive of your computer when you visit a website): a ""session cookie,"" which expires immediately when you end your browsing session and a ""persistent cookie,"" which stores information on your hard drive so when you end your browsing session and return to this website later, the cookie information is still available.|
|Web Beacons|. Pages of this Website and any e-mails sent to you may contain small electronic files known as web beacons (also referred to as clear gifs, pixel tags, and single-pixel gifs) that permit us, for example, to count users who have visited those pages or opened our e-mails.|",COOKIES_AND_TRACKING_TECHNOLOGY,,,,,
doc0,"(34) [p] We use third party ad networks to display advertisements on this Websites and to advertise to certain Drupal.org visitors while they are on other websites. These third parties also may use cookies, web beacons and other automatic collection technologies to collect information about you when you visit this Websites for purposes of determining your preferences in order to deliver interest-based advertising and other targeted content to you.
 (35) [p] We do not provide any PII to these third party advertising partners, but they may combine the non-PII collected on the Website with PII they collect directly from you or receive from other sources. We do not have access to or control over the automatic collection technologies that these third party advertisers or any third party websites may use, and the information practices of these third party advertisers and third party websites are subject to these parties' respective privacy policies, not this Privacy Policy.",THIRDPARTY_INFORMATION_SHARING,Drupal.org Privacy Policy,Third Party Advertising Partners and Interest-Based Ads,,,
doc0,"(36) [p] This Website and some of our electronic communications to you, may contain links to other websites that are owned and operated by third parties. Links to third parties from this Website are not an endorsement by us. We do not control, and are not responsible for, the privacy and security practices of these third parties. We recommend that you review the privacy and security policies of these third parties to determine how they handle information they may collect from or about you.
 (37) [p] This Website may also include social media features, such as the Facebook Like button, Google Plus, and Twitter widgets. These features may collect information about your IP address and the page you are visiting on this Website, and they may set a cookie to make sure the feature functions properly. Your interactions with these features and the information from or about you collected by them are governed by the privacy policies of the companies that provide them.",THIRDPARTY_INFORMATION_SHARING,Drupal.org Privacy Policy,Links to Third Party Websites and Social Media Widgets,,,
doc0,"(38) [p] We use your information, including any PII, to:
 (39) [ul] Provide information and services requested by you;|
|Provide customer support, including responding to your requests and questions and troubleshooting and resolving problems or complaints;|
|Verify the information you provide to us;|
|Communicate with you;|
|Understand and anticipate your use of or interest in, our services, and content, and the products, services, and content offered by others;|
",PERSONAL_DATA_USES,Drupal.org Privacy Policy,How We Use Your Information,,,
doc0,"|Develop and display products, services, and content tailored to your interests on our websites and other websites;|
|Provide you with promotional materials and Newsletters in case you opt-in to receive those;|
|Measure the overall effectiveness of our online, content, and programming, and other activities;|
|Manage our business and operations;|
|Protect the security and integrity of this Website;|
|Carry out our obligations and enforce our rights arising from any contracts entered into between you and us;|
|Use or post user contributions as permitted in our Terms of Service; and|
|Fulfill any other purposes for which you provide your information and for any other purpose as described to you at the time your information is collected or for which your consent is given.|
",PERSONAL_DATA_USES,Drupal.org Privacy Policy,How We Use Your Information,,,
doc0,"(40) [p] We may disclose and share aggregated non-PII about you at our discretion.
 (41) [p] We may disclose or share your PII only in limited circumstances:
 (42) [ul] With any Drupal Association employee or agent for support of our internal and business operations or to respond to a request made by you.|
|We may disclose information we collect from or about you when we believe disclosure is appropriate to comply with the law, to enforce agreements, or to protect the rights, property, or safety of users of this Website, the Association, or other persons or organizations.|
|If some or all of our business assets are sold or transferred as a result of any corporate change (merger, consolidation, reorganization, bankruptcy, etc.), we may transfer the corresponding information regarding our customers and users of Drupal.org and its subsites, including PII. We also may retain a copy of such information. Nothing in this Privacy Policy is intended to interfere with our ability to transfer all or part of our business, equity interests, or assets (including this Website) to an affiliate or unaffiliated third party at any time, for any purpose, without any limitation, and without notice or any compensation to you.|
",PERSONAL_DATA_USES,Drupal.org Privacy Policy,Disclosure of Your Information,,,
doc0,"(43) [p] DrupalCon attendees may opt-in on their ticket registration to be displayed on the public attendee page for DrupalCon. Users may also update their public Drupal.org profiles to indicate which DrupalCons they have attended. We do distribute attendee information in certain limited cases:
 (44) [ul] Some sponsors get a list of attendee names, but it does not include any contact information. We request that sponsors only contact people via the public profiles on the event site or D.O as people have opted in to being public.|
|We do not distribute anyone's email addresses to sponsors.|

 (45) [p] If you're getting ""spam"" type solicitations from companies or aggressive inquiries, feel free to let us know at https://events.drupal.org/contact-us",PERSONAL_DATA_RIGHTS,Drupal.org Privacy Policy,Disclosure of Your Information,Disclosure of DrupalCon Attendee Information,,
doc0,"(46) [p] We do not knowingly collect personal information from children under 16 without prior verifiable parental consent. If we learn that a child under the age of 16 has submitted personally identifiable information online without parental consent, we will take all reasonable measures to delete such information from our databases and to not use such information for any purpose (except where necessary to protect the safety of the child or others).
 (47) [p] If you believe that a child under the age of 16 has provided us with personal information without verification of parental consent, please contact us at help@drupal.org.",CHILDREN,Drupal.org Privacy Policy,Children's Personal Information,,,
doc0,"(48) [p] We strive to provide you with choices regarding our use of your personal information. Below are some mechanisms that provide you with control over your information:
 (49) [ul] Promotional and Informational e-mails|. We do not send any promotional or informational emails without your opt-in first. If you do not wish to receive promotional e-mails from us, follow the unsubscribe process at the bottom of the promotional e-mail.|
|Note that even if you opt-out, you may still receive transactional e-mails from us (e.g., e-mails related to the completion of your registration, abandoned cart reminders, correction of user data, password reset requests, notification/alert/reminder e-mails that you have requested, and any other similar communications essential to your transactions on this Website).|
|Automatic Information Collection Technologies and Advertising|. The ""help"" function of your browser should contain instructions on how to set your browser to not accept new cookies, to notify you when a cookie is issued, or how to disable cookies altogether. If you disable or refuse cookies, please note that some parts of this Website may be inaccessible or not function properly.|
|Google Analytics|. You can opt out from Google Analytics tracking via your browser privacy settings or by using a |browser addon|.|
|Audience Extension|. You can opt out from Audience Extension retargeting by Perfect Audience either via your browser privacy settings or by using the |following link|. Note that authenticated users are excluded from this tracking automatically.|
",PERSONAL_DATA_RIGHTS,Drupal.org Privacy Policy,Your Choices About Use and Disclosure of Your Information,,,
doc0,"(50) [p] The appropriate method(s) for accessing your information, if any, will depend on which of our websites and services you have visited or used. Depending on the website and service, you may have the ability to view or edit some of your information online, by logging into the website and visiting your account profile page. If you remove information from your user profile, it will stay in backups on our servers for 2 weeks, after which it will be completely removed.
 (51) [p] To request access to, correct, or delete any personal information that you have provided to us you may contact us at help@drupal.org. You may also request a notice disclosing the categories of personal information we have shared with third parties for their direct marketing purposes during the preceding calendar year by contacting help@drupal.org or in writing to: Drupal Association, Attn: Customer Support - Privacy Inquiry, 3439 NE Sandy Blvd #269, Portland, OR 97232, United States of America. Please allow 30 days for a response.
 (52) [p] We cannot delete your personal information except by also deleting your account. We also may not accommodate a request to change or delete information if we believe the change would violate any law or legal requirements, be contrary to our Terms of Service or any other applicable agreement between you and us, or cause the information to be incorrect.
 (53) [p] Upon deletion all private and personally identifying information from your profile will be deleted. The data will stay in backups on our servers for 2 weeks, after which it will be completely removed.
 (54) [p] Public content you created, such as issues, forum posts, projects, documentation page revisions, etc. won’t be deleted. All this content will be attributed to ‘Anonymous’ user.
 (55) [p] Once deleted, your account is gone and can not be restored.",PERSONAL_DATA_RIGHTS,Drupal.org Privacy Policy,Accessing and Correcting Your Information,,,
doc0,"(56) [p] All users acknowledge that some personal identifiable information may be included in code repositories, in particular: names and email addresses associated with commit history.
 (57) [p] In accordance with regulations such as GDPR, it is the Drupal Association's position that there is an overriding public interest in the availability of the data included in and associated with commits to our repositories. Because commits to these repositories are decentralized and irrevocable, all users waive the right to be forgotten from repository history, as well as the right to revoke future consent.
 (58) [p] If a user wants to protect their PII from being committed to repositories they are encouraged to use a pseudonym and the Drupal.org no-reply email address in their git configuration.",UNKNOWN,Drupal.org Privacy Policy,Accessing and Correcting Your Information,Personally Identifiable Information (PII) Committed to Repositories,,
doc0,"(59) [p] We use reasonable security measures to protect your information collected through this Website. We do not store passwords in plain text format, only secure password hashes. However, no method of transmission or electronic storage is 100% safe, and we cannot guarantee absolute security. Therefore, your use of this Website is at your own risk and we do not promise or guarantee, and you should not expect, that your information will always and absolutely remain private and secure. We are not responsible for the circumvention of any privacy settings or security measures contained on or concerning this Website. You are also responsible for taking reasonable steps to protect your personal information against unauthorized disclosure or misuse.",SECURITY,Drupal.org Privacy Policy,Protection of Your Information,,,
doc0,"(60) [p] If you are visiting this Website from outside the United States, please be aware that your information may be transferred to, stored, and processed in the United States where our servers are located and our central database is operated. The information protection laws of the United States might not be as comprehensive or protective as those in your country. By using this Website and our services, you understand that your information may be transferred to our facilities and to third parties as described in this Privacy Policy.",UNKNOWN,Drupal.org Privacy Policy,Visiting this Website from Outside the United States,,,
doc0,"(61) [p] We may update or amend this Privacy Policy at any time. This Privacy Policy will reflect the date it was last updated or amended. If we make any material amendments, we will notify you by sending an email to the address, associated with your user account, and/or posting a notification on Drupal.org as the updated Privacy Policy is being published on the Website. All amendments will take effect immediately upon our posting of the updated Privacy Policy on this Website. Your continued use of this Website (publishing content) will indicate your acceptance of the changes to the Privacy Policy.",UPDATES_AND_NOTIFICATIONS,Drupal.org Privacy Policy,Changes to this Privacy Policy,,,
doc0,"(62) [p] If you have questions or concerns about this Privacy Policy, our information practices, or wish to make a request regarding your information, please contact us at any of the following:
 (63) [p] Via postal mail:
 (64) [p] Drupal Association
3439 NE Sandy Blvd #269, Portland, OR 97232,
United States of America
 (65) [p] Via e-mail:help@drupal.org",CONTACT,Drupal.org Privacy Policy,Contacting Us,,,
doc1,"(1) [p] This privacy policy has been compiled to better serve those who are concerned with how their âPersonally identifiable informationâ (PII) is being used online. PII, as used in US privacy law and information security, is information that can be used on its own or with other information to identify, contact, or locate a single person, or to identify an individual in context. Please read our privacy policy carefully to get a clear understanding of how we collect, use, protect or otherwise handle your Personally Identifiable Information in accordance with our website.",UNKNOWN,Privacy Policy,,,,
doc1,"(2) [p] Dubsado is self certified with Privacy Shield Certification. Privacy Shield Framework as set forth by the U.S. Department of Commerce regarding the collection, use, and retention of personal information transferred from the European Union to the United States. Dubsado has certified to the Department of Commerce that it adheres to the Privacy Shield Principles. If there is any conflict between the terms in this privacy policy and the Privacy Shield Principles, the Privacy Shield Principles shall govern. To learn more about the Privacy Shield program, please visit https://www.privacyshield.gov/
 (3) [p] In compliance with the Privacy Shield Principles, Dubsado commits to resolve complaints about our collection or use of your personal information. EU individuals with inquiries or complaints regarding our Privacy Shield policy should first contact Dubsado at: hello@dubsado.com.
 (4) [p] Dubsado has committed to refer unresolved privacy complaints under the Privacy Shield to an independent dispute resolution mechanism, established by JAMS. If Dubsado cannot address your complaint in a timely or sufficient manner, please contact them for more information and to file a complaint: https://www.jamsadr.com/file-an-eu-us-privacy-shield-or-safe-harbor-claim",UNKNOWN,Privacy Policy,,Dubsado and Privacy Shield,,
doc1," (5) [p] Dubsado commits to cooperate with EU data protection authorities (DPAs) and comply with the advice given by such authorities with regard to human resources data transferred from the EU in the context of the employment relationship.
 (6) [p] With respect to personal data received or transferred pursuant to the Privacy Shield Frameworks, Dubsado is subject to the regulatory enforcement powers of the U.S. Federal Trade Commission. To learn more about the Privacy Shield Frameworks, visit the U.S. Department of Commerceâs Privacy Shield website. If there is any conflict between the Privacy Shield principles and this Policy, the principles will govern. Under certain conditions, Dubsado recognizes the rights of the individual to invoke binding arbitration. Dubsado may be liable in cases of onward transfers to third parties.
 (7) [p] You can read more details regarding Dubsado and Privacy Shield at our Privacy Shield Notice, here.",UNKNOWN,Privacy Policy,,Dubsado and Privacy Shield,,
doc1,"(8) [p] Dubsado provides services that allow customers to manage various aspects of their businesses online. This includes client management, client relation and workflow automation services. In order to provide these services, we may be required to collect basic identification information including your name, company name, address, phone number and email address when registering for a new account. When registering, or when purchasing products in our store, we may also be required to collect financial information. This may include billing name, address and relevant billing info.
 (9) [p] Dubsado collects information via cookies and Web beacons (âWebsite Navigational Informationâ). Website Navigational Information includes standard information from your Web browser (such as browser type and browser language), your Internet Protocol (âIPâ) address, and the actions you take on the Companyâs Websites (such as the Web pages viewed and the links clicked).
 (10) [p] We may also request information necessary to complete via client import or form building services and features. This could include the name, company name, address, phone number or email address of contacts that you disclose. All information provided for the sake of account building, be that important contacts or building forms is used strictly for the purposes you have instructed. Dubsado may also process your data when you attend or engage with our events or communities, online and in person. This would include basic contact information such as name for event purposes, or information you have instructed we may collect, like when interacting with an poll in our online communities.",PERSONAL_DATA_WE_COLLECT,Privacy Policy,,"1. What personal information do we collect from the people that visit our blog, website or app?",,
doc1,"(11) [p] We may collect information from you when you interact with us regarding service or technical inquiries, register or engage on our webpages, engage with our social media, subscribe to a newsletter, participate in our in person and online communities, opt in to various account build services or enter information on our site, or interact with our various sub-processors and affiliates, listed below.",HOW_WE_COLLECT_PERSONAL_DATA,Privacy Policy,,2. When do we collect information?,,
doc1,"(12) [p] Dubsado may use your information when you register, make a purchase, sign up for our newsletter, respond to a survey or marketing communication, browse the website, or use certain site features. This information help us improve the content and functionality of our services, such as fulfilling user needs and requests, updating our service, and improving user-facing features. Dubsado uses credit card/billing information only for the purpose of collecting payment from existing customers for services.
 ",PERSONAL_DATA_USES,Privacy Policy,,3. How we use your information.,,
doc1,"(13) [p] Cookies are small files that a site or its service provider transfers to your computerâs hard drive through your Web browser (if you allow) that enables the siteâs or service providerâs systems to recognize your browser and capture and remember certain information. For instance, we use cookies to help us remember and process your log in information. They are also used to help us understand your preferences based on previous or current site activity, which enables us to provide you with improved services. We also use cookies to help us compile aggregate data about site traffic and site interaction so that we can offer better site experiences and tools in the future.
 (14) [p] We use cookies to help understand and save userâs preferences for future visits, and compile aggregate data about site traffic and site interactions in order to offer better site experiences and tools in the future. We may also use trusted third-party services that track this information on our behalf.â
 (15) [p] You can choose to have your computer warn you each time a cookie is being sent, or you can choose to turn off all cookies. You do this through your browser settings. Each browser is a little different, so look at your browserâs Help menu to learn the correct way to modify your cookies.",COOKIES_AND_TRACKING_TECHNOLOGY,Privacy Policy,,3. How we use your information.,,
doc1," (16) [p] If users disable cookies in their browser:
 (17) [p] You may disable cookies at any time. If you disable cookies, some features will be disabled. It will turn off some of the features that make your site experience more efficient and some of our services may not function properly.
 (18) [p] Dubsado utilizes Web Beacons in order to collect information about how users and prospective clients interact with company websites and emails. Web Beacons recognize various information about the cookies you have active or other information tied to when you interact with our content, allowing us to know how you are engaging with that content. The purpose of these web beacons is to help us provide a better web site, email and service experience.",COOKIES_AND_TRACKING_TECHNOLOGY,Privacy Policy,,3. How we use your information.,,
doc1," (19) [p] Dubsado may also automatically collect information when you access our services. This may include Internet Protocol (âIPâ) addresses, log files, pages viewed, browser type, links you interact with and other usage information. For example, we collect IP addresses to track and aggregate non-personal information, such as using IP addresses to allow us to identify the regions from which users navigate to our Services. Â Dubsado may also collect IP addresses from users when they log into the Services as part of our log-in and security features. Â ",PERSONAL_DATA_WE_COLLECT,Privacy Policy,,3. How we use your information.,,
doc1," (20) [p] We do not sell, trade, or otherwise transfer to outside parties no listed in this privacy policy, your personally identifiable information.
 (21) [p] Occasionally, at our discretion, we may include or offer third-party products or services on our website. These third-party sites have separate and independent privacy policies. We therefore have no responsibility or liability for the content and activities of these linked sites. Nonetheless, we seek to protect the integrity of our site and welcome any feedback about these sites.",PERSONAL_DATA_USES,Privacy Policy,,3. How we use your information.,Third-party disclosure and Third-party link.,
doc1," (22) [p] Googleâs advertising requirements can be summed up by Googleâs Advertising Principles. They are put in place to provide a positive experience for users. https://support.google.com/adwordspolicy/answer/1316548?hl=en
 (23) [p] We use Google AdSense Advertising on our website.
 (24) [p] Google, as a third-party vendor, uses cookies to serve ads on our site. Googleâs use of the DART cookie enables it to serve ads to our users based on previous visits to our site and other sites on the Internet. Users may opt-out of the use of the DART cookie by visiting the Google Ad and Content Network privacy policy.",PERSONAL_DATA_USES,Privacy Policy,,3. How we use your information.,Third-party disclosure and Third-party link.,
doc1," (25) [p] We have implemented the following: Demographics and Interests Reporting
 (26) [p] We along with third-party vendors, such as Google use first-party cookies (such as the Google Analytics cookies) and third-party cookies (such as the DoubleClick cookie) or other third-party identifiers together to compile data regarding user interactions with ad impressions and other ad service functions as they relate to our website.
 (27) [p]  Users can set preferences for how Google advertises to you using the Google Ad Settings page. Alternatively, you can opt out by visiting the Network Advertising initiative opt out page or permanently using the Google Analytics Opt Out Browser add on.
",PERSONAL_DATA_USES,Privacy Policy,,3. How we use your information.,Third-party disclosure and Third-party link.,
